Job,Softskills,Hardskills,Course_Name,Course_Description,Course_Hard_Skills,Course_Soft_Skills,label
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Equity valuation and investment management,"covers the practical applications and issues of financial analysis, valuation, and investment of equities. Topics include, but not limited to, the basic analysis of financial statements; valuation models-e.g. DCF, free cash flows and other methods commonly used in the market; risk and return analysis; equity research and stock selection process; portfolio construction; active vs passive and other styles of investment; performance evaluation and appraisal","Financial analysis, valuation, Investment of equities, Basic analysis of financial statements, Valuation models, Discounted Cash Flow (DCF) analysis, Cash flow modeling, Risk and return analysis, Equity research, Stock selection process, Portfolio construction, Active vs passive investment, Performance evaluation, Appraisal.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts","Credit, bubbles and the macroeconomy","emphasize the implications of credit market imperfections. We discuss both theoretical models and empirical evidence. In the second half, we consider the market equilibrium. We study how changes in one market spill over to the others using the general equilibrium model. We begin with capital misallocation due to credit constraints and study its effects on the labor market and productivity. We then introduce the overlapping generations framework, in which markets in different periods are inter-connected. We analyze fiscal policies and economic growth.","knowledge and understanding of credit market imperfections, theoretical models, empirical evidence, market equilibrium, general equilibrium model, capital misallocation, labor market, productivity, overlapping generations framework, fiscal policies, and economic growth.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Transformative business immersion in developing economies,"a total immersion experience into unfamiliar geography, economy, sociality and environment. After a preparation period on campus at HKU, students will travel to a country in the developing world. Students will live with local families and work with local small and micro-enterprises. Students will work with these enterprises to improve their prospects and outcomes, focusing on basic principles in areas such as good record keeping and effective promotion",record keeping and promotion.,,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Managing and mining big data,"provides a broad introduction to big data, including fundamental concepts and basic techniques for data acquisition and aggregation, state-of-the-art algorithms for data analysis, and technologies on modern computing platforms and systems for handling big data","data acquisition and aggregation, data analysis algorithms, and technologies on modern computing platforms and systems for handling big data.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Games and decisions,"The first part of the course starts with sequential games and introduces the concept of subgame perfect equilibrium for solving sequential games. Then it introduces Nash equilibria through a series of concepts: dominant strategy, successive elimination of dominated strategies, and the minimax approach for simultaneous games. It also discusses the limitations of Nash equilibria and offers rationalizability as an alternative equilibrium concept. This forms the basic theory of the course, which is used to analyze repeated games and collective-action games in the second part of the course.","understanding sequential games, subgame perfect equilibrium, dominant strategy, successive elimination of dominated strategies, and the minimax approach for simultaneous games, as well as analyzing repeated games and collective-action games.",Not Specified,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Reward and compensation,"addresses the design of reward and compensation systems and the contribution they can make to the attainment of an organisation’s strategic objectives. Among the specific techniques covered are job evaluation, design of incentives, performance-related pay, and non-monetary rewards.","job evaluation, design of incentives, performance-related pay, and non-monetary rewards.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Venture capital and private equity,"covers the fundamentals of Venture Capital (VC) and Private Equity (PE) as well as the key elements within the ecosystem. VC and PE is one of the asset classes of alternative investments and is essential for financial investors to evaluate and understand the risk and return of this asset class. The course would be beneficial to students who are interested in the financial sector and in particular in investment in an alternative asset class including VC and PE in Hong Kong and the region. Hong Kong is the second largest Private Equity hub in Asia (outside of China which is a closed market, HK is the number one PE hub in the region indeed).","Venture capital (VC), Private equity (PE), Alternative investments, Risk analysis, Return analysis, Financial sector, Investment in alternative asset classes, Investment evaluation, Hong Kong PE hub.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Private banking and wealth management,"an introduction to the fundamentals of private banking and wealth management for High Net Worth (HNW) individuals. Topics covered include, but are not limited to, an overview of the Asian private banking and wealth management industry with particular emphasis on the Greater China market; portfolio management, optimization and asset allocation; investment advisory and credit risk functions; tax and wealth planning tools for mobility, retirement and estate, including trusts, foundations, and insurance; behavioral finance; client relationship management; family office; business ethics and professional standards; and laws, regulations and compliance issues.","Private banking, Wealth management, High Net Worth individuals (HNW), Overview of Asian private banking and wealth management industry, Greater China market analysis, Portfolio management, Asset allocation, Investment advisory, Credit risk functions, Tax planning, Wealth planning, Trusts, Foundations, Insurance, Behavioral finance, Client relationship management, Family office, Business ethics, Professional standards, Laws, Regulations, Compliance issues.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Economics of population changes,"Fertility and mortality rates changed drastically in many parts of the world. This course examines these demographic changes, their causes and consequences, and related policy issues. We first look at trends in world population and introduce fundamental demographic concepts of mortality, fertility, immigration and age structure. We then discuss economic consequences of demographic changes, including the demographic dividend, saving and retirement decisions, and human capital accumulation. We also examine economic causes of population changes. Finally, we examine policy issues related to demographic changes, such as retirement pension and health care reform.","knowledge of demographic trends and concepts, ability to analyze economic consequences of demographic changes, understanding of economic causes of population changes, ability to analyze policy issues related to demographic changes such as retirement pension and healthcare reform.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Introduction to financial analytics,"provides introduction to analytics used in quantitative finance and aims at equipping students with basic analytical knowledge and practical skills in solving investment and risk management problems. The course content is organized by main financial instruments: fixed-income securities, stocks, and financial derivatives; fundamental analytics for each instrument type will be taught. Implementation (e.g., fitting interest rate term structures, portfolio construction, pricing options by simulation, etc.) by developing analytics in spreadsheet/VBA or Python with financial data will also be emphasized","analytics for quantitative finance, investment problem solving, risk management, understanding fixed-income securities, stocks and financial derivatives, portfolio construction, developing analytics in spreadsheet/VBA or Python with financial data.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Design thinking,"concepts and applications: Design methodology is closely related to the innovation process within different business contexts. This course aims to develop students’ design mentality and skillsets through idea conceptualisation, concept development, process, implementation, and project planning and management.","design methodology, idea conceptualization, concept development, process design, implementation planning, and project management.","creativity, problem-solving, project planning, and management.",0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Production and operations,A course to introduce a systems-oriented view of production and operations management,"Systems-oriented view, Production management, Operations management.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Social media marketing,"will help students understand social media marketing from three perspectives—principles, applications and strategies. Social media and network theory, popular social media strategies, and data analytic tools will be introduced. Upon completing this course, students will be equipped with the knowledge and master skills which are essential to analyze, build, and manage real-world social media marketing campaigns.","understanding social media marketing principles, applications, and strategies, social media and network theory, popular social media strategies, data analytics tools, analyzing, building, and managing real-world social media marketing campaigns.","analysis, building, and management of real-world social media marketing campaigns.",0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",The economics of law,"Economic analysis applied to law. Topics may include: efficiency of law, rules of liability, tort rights and remedies, criminal sanction, legislative processes as resource allocating and income distributing mechanisms.","knowledge of economic analysis applied to law, understanding of legal efficiency, ability to analyze rules of liability, knowledge of tort rights and remedies, understanding of criminal sanctions, ability to analyze legislative processes as resource allocating and income distributing mechanisms.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Financial engineering,"Financial engineering is the process of constructing new instruments by using bonds and individual derivatives such as forwards, calls, puts, and exotic options as basic building blocks. The process involves designing, pricing and managing the instruments. In this course, we anatomize a few popular structural products. We then discuss how to price these products by studying the price of the embedded exotic options","financial engineering, constructing new instruments, bonds, derivatives (forwards, calls, puts, exotic options), designing, pricing, managing, anatomizing structural products, studying prices of embedded exotic options.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",Insurance,theory and practice: cover the theories underlying each major type of insurance products; the characteristics of the contractual agreements pertaining to insurance products; the structure of the insurance industry and its impact on the pricing of insurance products; the operation of insurance companies and the need for government regulations of the industry,"Knowledge of theories underlying major types of insurance products, understanding of contractual agreements pertaining to insurance products, familiarity with the structure of the insurance industry and its impact on insurance product pricing, understanding of the operation of insurance companies and the need for government regulations of the insurance industry.",,0.0
Accounts Manager,"Communication skills, attention to detail, problem-solving, decision-making, time management, customer service, adaptability, emotional intelligence","Build and maintain trusted advisor relationships with clients, Negotiate client agreements to boost profitability, Ensure the delivery of all campaigns meets client's goals and deadlines, Communicate work-in-progress reports at regular intervals to each account, Forecast new business opportunities on behalf of clients, Collaborate with creatives to ensure their, understanding of client's briefs, Work with sales team to identify and onboard new accounts",IT and entrepreneurship,"introduces students to the core concepts of entrepreneurship with a special emphasis on entrepreneurial settings involving the use of information technology. Students will be exposed to the key processes, challenges, risks and rewards of starting up an entrepreneurial business. They will also learn to apply the concepts and knowledge learned in the course to develop a business plan that could be presented to potential investors and venture capitalists","entrepreneurship, information technology, business development, and planning.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Introduction to business analytics,"covers both technical and managerial aspects to provide a basic understanding of business analytics and show how it can be used by businesses to analyze their competitive posture more effectively, know their customers better and make better managerial and strategic decisions.","technical aspects, managerial aspects, basic understanding of business analytics, analyzing competitive posture, knowing customers, making better managerial and strategic decisions.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Selections and training,"focus on the basic concepts of selections and recruitment, training and development of different employees, and human resources utility analysis. In particular, students will be exposed to different recruiting processes and the whole spectrum of training and development techniques, and how they can add value to business success","understanding of basic concepts of selections and recruitment, knowledge of processes involved in employee training and development, expertise in human resources utility analysis.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Management control,"on advanced problems in managerial accounting and management information and reporting systems for planning and control of operations. Particular attention will be given to problems associated with large decentralised companies – divisional performance control, measurement and evaluation, and transfer pricing","managerial accounting, management information and reporting systems, planning and control of operations, divisional performance control, measurement and evaluation, transfer pricing.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Applied organisation,"Topics includemanagement structures of control and co-ordination, high-commitment work systems, design of compensation systems, virtual organisation and the use of IT, organisational learning, organisational change, organisation for cultural synergy, and organisation of international companies","Management structures, Co-ordination, Work systems, Compensation systems design, Virtual organization, IT use, Organizational Learning, Organizational Change, Cultural Synergy, and International Organization.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Project management,"focuses on the planning, scheduling, control, and evaluation of project management. The basic tools and techniques of project management will be explored, with special emphasis on engineering, management, and control of IS/IT related business projects. The evaluation of projects and project management will also be addressed, as will scope, time, cost, quality, human resources, communications, risk, and procurement.","project management, planning, scheduling, project control, project evaluation, basic tools and techniques, engineering of business projects, management of business projects, control of business projects, evaluation of business projects, scope, time, cost, quality, human resources, communications, risk, procurement.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Uncertainty and information,"examines the effects of uncertainty and imperfect information on individual decision making and on market equilibrium. Topics may include the expected utility hypothesis, risk bearing and risk sharing, search, adverse selection, signaling, contract theory, mechanism design, information acquisition and information transmission.","understanding of the effects of uncertainty and imperfect information on decision making and market equilibrium, knowledge of expected utility hypothesis, risk bearing and risk sharing, search, adverse selection, signaling, contract theory, mechanism design, information acquisition, and information transmission.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Senior seminar in economics and finance,"applies core theoretical knowledge in economics and finance acquired throughout the undergraduate curriculum to research a real issue. The student may select and match core theoretical concepts with significant applications in the world, which could be of local, regional and global relevance, both contemporary and historical. The selection will include an application of these concepts to either the making of public policy or the strategic management of the firm.","research skills, theoretical knowledge in economics and finance, critical thinking, problem solving, strategic analysis.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Industrial organization,"studies the pricing and output decisions of firms and the performance of the market under various market structures. Topics include theories of oligopoly; product differentiation; the effects of imperfect and asymmetric information; the examination of pricing practices such as price discrimination, tie-in selling, and resale price maintenance; collusion and anti-competitive behaviours, and public policies related to the promotion or restriction of competition.","knowledge of pricing and output decisions, understanding of market structures, theories of oligopoly, knowledge of product differentiation, understanding of imperfect and asymmetric information, understanding of pricing practices (price discrimination, tie-in selling, and resale price maintenance), knowledge of collusion and anti-competitive behaviours, knowledge of public policies related to competition promotion or restriction.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Current issues in asset management and private banking industr,"seeks to cover current development and current issues in the asset management and private banking industry. The issues identified may be related to new business opportunities, new risk areas, new development affecting the AMPB market/industry","Asset management, Private banking, Identifying current developments, Identifying current issues, Business opportunities, Risk areas, Market/Industry analysis.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",The political economy of law and public policy,"provides a theoretical and empirical understanding of the political economy of law and public policy making, examines how law and regulation affects with policy outcomes, and familiarizes students with economic concepts and tools useful for analyzing policy issues. Topic covered include, public goods, externalities, monopolies, regulation, rent seeking, law and economics, law enforcement, legal systems and public bureaucracy","understanding of political economy of law and public policy making, knowledge of economic concepts and tools for policy analysis, familiarity with regulation, law and economics, law enforcement, legal systems, public bureaucracy, monopolies, public goods, and rent seeking.",,1.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Marketing in China,"focus on selected topics that are of salience to managing firm marketing strategies and operations in Mainland China or Hong Kong. It may include but is not restricted to contemporary marketing issues related to branding, new product development, marketing hightechnology products and customer relationship management","knowledge of managing firm marketing strategies and operations in Mainland China or Hong Kong; understanding of contemporary marketing issues related to branding, new product development, marketing high-technology products, and customer relationship management.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Big data analytics applied toward quantitative finance,"provides students a foundation in managing and analyzing large datasets for applications in finance. The first part of the course focuses on building skills – data custodianship and performance computing. Through practice on real-world financial datasets, students will learn methods used to warehouse and retrieve data for high-performance statistical computing","managing, analyzing large datasets, data custodianship, performance computing, real-world financial datasets, warehouse data, retrieve data, high-performance statistical computing.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Analysis of economic data,"This course studies the measurement and interpretation of economic variables, and how to model their relationships using appropriate empirical methods. Topics include interpretation of headline statistics, describing economic aggregates, modeling of economic relationships and drawing conclusions from observations","Studying measurement and interpretation of economic variables, modeling their relationships using empirical methods, interpreting headline statistics, describing economic aggregates, modeling economic relationships, and drawing conclusions from observations. ",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Financial markets and institutions,"designed to introduce and analyze the structure, operations and functions of the financial system. The course starts with an introduction to financial markets’ role in the economy, and the determination of interest rates and valuation of cash flows. The course then discusses various financial markets including money markets, bond markets, mortgage markets, stock markets and derivatives markets.","Understanding of the structure, operations, and functions of the financial system, knowledge of financial markets' role in the economy, determination of interest rates, and valuation of cash flows. Familiarity with various financial markets such as money markets, bond markets, mortgage markets, stock markets, and derivatives markets.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Digital innovation,"teach students how to create innovation-driven business model through both process innovation and product innovation. The focus is on businesses that are technology innovation driven. The course contents will cover disruptive technologies, cross-channel business model development, mobilization of networked business, canvas drawing, social media-based product and marketing innovation, etc. In particular, students will learn how to identify technology innovation opportunities and manage innovation process. The students can appreciate the value of IT ecosystems andplatformbased business operations.","business modeling, process innovation, product innovation, disruptive technologies, networked business, social media-based innovation, managing innovation processes, and platform-based business operations.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Inequality and growth,"focuses on the relationship between inequality and growth, which consists of three major parts: data, model, and policy. We will start with empirical facts on inequality issues in economies over the world, in particular, U.S., China, and Hong Kong. Then we will revisit two-period Solow growth model so that we can build up the infinite-horizon Solow growth model and heterogeneous agent model to set up our framework to learn inequality and growth. Finally, we will use the model and empirical techniques we learn to provide policy guidance that can be used to deal with inequality issues and stimulate economic growth","data analysis, modeling, economic analysis, policy analysis.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Supply chain management,"focuses on the systems approach to planning, analysis, design, development, and management of supply chain. Using cases and real-life projects, students will learn how to use appropriate information technologies to synchronize supply chain processes, thus reduce costs and improve service","planning, analysis, design, development, management, information technologies.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Social media marketing,"will help students understand social media marketing from three perspectives—principles, applications and strategies. Social media and network theory, popular social media strategies, and data analytic tools will be introduced. Upon completing this course, students will be equipped with the knowledge and master skills which are essential to analyze, build, and manage real-world social media marketing campaigns.","understanding social media marketing principles, applications, and strategies, social media and network theory, popular social media strategies, data analytics tools, analyzing, building, and managing real-world social media marketing campaigns.","analysis, building, and management of real-world social media marketing campaigns.",0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Managing organisational chang,Business organisations face unprecedented challenges today and managing change has become a crucial factor in their survival and performance. This course introduces the specialised topic of organisational change management. It provides students with an understanding of how organisational change is initiated and sustained.,"organisational change management, understanding how organisational change is initiated and sustained.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.","Regulatory, operational and valuation issues in finance institutions","e examines with students’ practical issues involving financial institutions, with a focus on banks. These include how banks shapes and, in the meantime, are bounded by regulations the regulatory environment. In turn, how the macro regulatory environment then transformed into operational practices in financial markets. The course will also go into how these issues are incorporated into models for analysis and valuation purposes","analyzing and valuating financial institutions (with a focus on banks), understanding regulations and macro regulatory environment, transforming the macro regulatory environment into operational practices in financial markets, incorporating issues into models for analysis and valuation purposes.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Business transformation,"builds on chaos theory to provide a roadmap for managers planning to transform their companies into an inter-networked enterprise where shared infrastructures are used to link customers, suppliers, partners and employees to create superior economic value. It covers business strategy, infrastructure, process management, and integration and implementation","business strategy, infrastructure management, process management, integration, and implementation.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.",Text analytics and natural language processing in finance and fintech,"covers the main elements of natural language processing (NLP), text analytics, and text mining, providing students with a foundation in collecting, managing, and analyzing textual data with financial and economic applications in mind, such as FinTech.","understanding the main elements of natural language processing (NLP), text analytics, and text mining, ability to collect and manage textual data with financial and economic applications in mind, ability to analyze textual data using NLP and text mining techniques, knowledge of FinTech applications of NLP and text analytics.",,0.0
Bank Teller,"Customer service, communication skills, attention to detail, problem-solving, time management, adaptability, emotional intelligence","Cash handling and mathematics, Customer service, Computer knowledge, Organization, Problem-solving.Written and verbal communication,
Processing transactions, Attention to detail.","Trade, investment and development in APEC economies","students will examine various important and timely issues facing several Asia-Pacific Economic Cooperation (APEC) economies. In particular, the international trade and foreign investment relationships among APEC members will be studied. Common theories and experiences of economic development and growth as well as innovation activities will also be highlighted. Particular attention will be paid to the special role of Hong Kong, China in the economic integration of APEC","understanding of important issues facing APEC economies, knowledge of international trade and foreign investment relationships among APEC members, understanding of common theories and experiences of economic development and growth, knowledge of innovation activities, and understanding of Hong Kong's special role in the economic integration of APEC.",,0.0
